"101692889","3485CD2B-434D-4C16-8FD1-3A65589A416F","15264650","17218 ","16468" 
"101692891","33BF1CE4-EF25-44D9-AE34-23FA4C9C4A2A","15988825","17415 ","16468" 
"101865521","2EB321AB-396D-4467-B8F3-CD9C80AE40EC","16029628","17558 ","16688" 
"101958835","2D6830F1-1325-4FE0-A7A0-285E46C12DBD","16058305","17676 ","16990" 
"102025085","9785DD61-AFA2-4B0B-AE5B-D1410AEC7CB6","16055215","17657 ","17107" 
"102328194","16A7E843-A1D4-4A5C-8EE4-C2DDA87EEBE6","16130567","17781","17420" 
"102328325","56EDC814-756D-4E73-8F21-F724E8B73464","16128500","17729","17420" 
"102355726","B4B37A57-65A3-4EDA-9B6B-C92B52241E12","16167148","17803","17481" 
"102355954","E98E2FE7-1CEA-498B-8521-61307DFEB7D1","16014588","17478","17488" 
"102355955","20703715-B43D-4982-8DCF-3C5488EB06D0","16014588","17478","17488" 
"102435159","8386CCD4-FF88-4A2B-A390-5CC8A8DBE402","16180868","17854","17684" 
"102798529","6394FFBA-CCCE-4131-9A5B-7075038A6F06","16254544","18092","18316" 
"102850489","DF00E94E-42F6-403A-A82F-51882EE44B18","16245320","18031","18445" 
"103962559","8AC69896-181F-4570-ADC4-50D3E2A63C56","16432138","18939","20293" 
"107379508","581319B8-AE03-444C-B33A-0AFBCF07EE06","17029766","21055","21994" 
"107379528","EFBCF23F-3CC6-4A45-88A3-7F16114D8625","17029602","21054","22003" 
"107379529","B135775A-D5A2-4AA9-8A07-D80A892F17C6","17021670","20974","22003" 
"107379530","737ED384-DF17-4408-814D-63985A173019","17022122","20975","22003" 
"107379531","FA1D8B4E-5AE2-4D23-AD5B-452E3E496A31","17021639","20972","22003" 
"107379532","0DA829A1-79FD-4C3E-BF5F-D01FAE4A961F","17029766","21055","22003" 
"107379722","BFCA7DF1-D668-413D-A6E4-CF1748F667A0","17008987","20854","22003" 
"107379756","05C11DD9-F313-4868-A92E-F2590E931018","17012481","20917","22034" 
"107379757","DBF11BF5-F2FE-461F-9EB9-D8C923C38C37","17010317","20884","22034" 
"107412662","FE7C7EE0-DEE9-4E8A-AB14-E3B63184836C","17043038","21166","22148" 
"107721107","FDD5F04D-A7E2-4F18-9314-FBEC0DEB2813","17041186","21133","23361" 
"107762840","F3E24AF3-00AE-4EEB-9555-4ADBF739CECA","17083132","21849","23703" 
"108214549","1CFC765D-BEAF-47F1-B462-806DD0293CE6","17170403","22623","25444" 
"108214550","2909D992-D9CE-4146-8640-D6A187E52D63","17170689","22624","25444" 
"108234960","43FCF08C-AF55-4649-9B63-655113FA4958","17146951","22540","25518" 
"108349423","CCB266CD-10B8-4324-996D-9549FF05FBBB","17193218","22862","26188" 
"108378025","AA7CF0F4-16C5-4DE8-BDCF-B7F83192A644","17190624","22841","" 
"108378077","78BC979A-758F-4495-805B-47A6BB91FC17","17190653","22842","" 
"108378144","7E2CF5C8-0C5F-491A-9DE1-85E2C6858A0A","17199811","22903","" 
"108378401","80A62AE0-142A-484F-AE28-6413054FBF47","17190518","22838","" 
"108379460","A69946A5-BDFD-42D9-B32B-3D919F8A3797","17190441","22835","" 
"108378025","AA7CF0F4-16C5-4DE8-BDCF-B7F83192A644","17190624","22841","" 
"108378077","78BC979A-758F-4495-805B-47A6BB91FC17","17190653","22842","" 
"108378144","7E2CF5C8-0C5F-491A-9DE1-85E2C6858A0A","17199811","22903","" 
"108378401","80A62AE0-142A-484F-AE28-6413054FBF47","17190518","22838","" 
"108379460","A69946A5-BDFD-42D9-B32B-3D919F8A3797","17190441","22835","" 
"108380138","AA0A39AA-8059-4E20-A809-40FD5F4EEBC8","17169136","22617","" 
"108378025","AA7CF0F4-16C5-4DE8-BDCF-B7F83192A644","17190624","22841","" 
"108378025","AA7CF0F4-16C5-4DE8-BDCF-B7F83192A644","17190624","22841","" 
"108378077","78BC979A-758F-4495-805B-47A6BB91FC17","17190653","22842","" 
"108378025","AA7CF0F4-16C5-4DE8-BDCF-B7F83192A644","17190624","22841","" 
"108378077","78BC979A-758F-4495-805B-47A6BB91FC17","17190653","22842","" 
"108378144","7E2CF5C8-0C5F-491A-9DE1-85E2C6858A0A","17199811","22903","" 
"108378401","80A62AE0-142A-484F-AE28-6413054FBF47","17190518","22838","" 
